id;subtopic_id;subject_id;class;question;option_a;option_a_explanation;option_b;option_b_explanation;option_c;option_c_explanation;option_d;option_d_explanation;answer;additional_notes;created_at;updated_at;user_id;question_level;question_type
91;220;4;6;<p>Andika hii sentensi kwa umoja. </p><p>Miiba hii itawadunga wapiti njia. </p><p><br></p>;<p>Mwiba hii itawadunga wapiti njia. <br></p>;"Umoja wa miiba ni mwiba, hii - huu, itawadunga - utamdunga, wapita - mpita. ";<p>Mwiba huu utamdunga mpita njia. <br></p>;"Umoja wa miiba ni mwiba, hii - huu, itawadunga - utamdunga, wapita - mpita. ";<p>Mwiba huu itamdunga wapiti njia. <br></p>;"Umoja wa miiba ni mwiba, hii - huu, itawadunga - utamdunga, wapita - mpita. ";<p>Mwiba hii itamdunga mpita njia. <br></p>;"Umoja wa miiba ni mwiba, hii - huu, itawadunga - utamdunga, wapita - mpita. ";2;Nomino katika ngeli ya U - I huchukua kiambishi cha uambatanisho wa sarufi 'U' katika umoja na kiambishi 'I' katika wingi. Kwa mfano. Mkate ulionunuliwa jana. - mikate iliyonunuliwa jana imeharibika. Mfuko wake umeraruka. - Mifuko yao imeraruka. ;2020-01-22 16:44:02;2020-01-22 16:44:02;;L;
93;220;4;6;<p>Andika hii sentensi kwa umoja. </p><p>Mikono msiyoweza kuiramba ni mitupu. </p><p><br></p>;<p>Mkono msiyoweza kuiramba ni mitupu. <br></p>;"Umoja wa mikono - mkono, msiyoweza - msioweza, kuiramba - kuuramba, mitupu - mitupu. ";<p>Mkono usiyoweza kuiramba ni mitupu. <br></p>;"Umoja wa mikono - mkono, msiyoweza - msioweza, kuiramba - kuuramba, mitupu - mitupu. ";<p>Mkono usioweza kuuramba ni mitupu. <br></p>;"Umoja wa mikono - mkono, msiyoweza - msioweza, kuiramba - kuuramba, mitupu - mitupu. ";<p>Mkono usioweza kuuramba ni mtupu. <br></p>;"Umoja wa mikono - mkono, msiyoweza - msioweza, kuiramba - kuuramba, mitupu - mitupu. ";4;Nomino katika ngeli ya U - I huchukua kiambishi cha uambatanisho wa sarufi 'U' katika umoja na kiambishi 'I' katika wingi. Kwa mfano. Mkate ulionunuliwa jana. - mikate iliyonunuliwa jana imeharibika. Mfuko wake umeraruka. - Mifuko yao imeraruka. ;2020-01-22 16:47:03;2020-01-22 16:47:03;;L;
213;264;1;10;<p>What's the most important city in Oman?<br></p>;Salalah;;Mizwa;;<p>Muscat<br></p>;;<p>Nizwa<br></p>;;3;Muscat is the capital;2020-02-25 11:13:07;2020-02-25 11:13:07;;L;
214;264;1;10;<p>What's the most important city in Oman?<br></p>;Salalah;;Mizwa;;<p>Muscat<br></p>;;<p>Nizwa<br></p>;;3;Muscat is the capital;2020-02-25 11:21:25;2020-02-25 11:21:25;;L;
215;270;1;7;<p><b>Identify the common noun in this sentence.</b></p><p>We enjoy our hobbies.<br></p>;"<p>We&nbsp;<br></p>";is the first person plural.;<p> Enjoy<br></p>;" is a verb.&nbsp;";"<p>Our&nbsp;&nbsp;<br></p>";"is a pronoun.&nbsp;";"<p>Hobbies&nbsp;<br></p>"; is the common noun. ;4;"Common nouns are names that refer to things in general, they start in small letter unless it's at the beginning of a sentence. Other examples include: table, book and teacher.  ";2020-02-25 13:06:30;2020-02-25 13:06:30;;L;
216;270;1;7;<p><b>Identify the common noun in this sentence. </b></p><p> Who is baking the cake?  <br></p>;<p>Who<br></p>; is a <b>WH</b>-Question used while asking a question.;"<p> Baking&nbsp;&nbsp;<br></p>";is a verb to show an action.;"<p> The&nbsp;&nbsp;<br></p>";"is a determiner used before the noun cake.&nbsp;";"<p>Cake&nbsp;&nbsp;<br></p>";is the common noun.;4;"Common nouns are names that refer to things in general, they start in small letter unless it's at the beginning of a sentence. Other examples include: table, house and rat.  ";2020-02-25 13:10:47;2020-02-25 13:10:47;;L;
217;270;1;7;<p><b>Identify the common noun in this sentence. </b></p><p> Thomas has bought a stamp.  <br></p>;"<p>Thomas&nbsp;&nbsp;<br></p>";"is a proper noun, it is the name of a person.&nbsp;";"<p>Has&nbsp;<br></p>";"is an auxiliary verb used with singular nouns.&nbsp;";"<p>Bought&nbsp;<br></p>";" is the past tense of the verb buy&nbsp;";"<p>Stamp&nbsp;<br></p>";is the common noun to refer to all the stamps in general. ;4;"Common nouns are names that refer to things in general, they start in small letters unless it's at the beginning of a sentence. Other examples include: nurse, river and hill.  ";2020-02-25 13:14:46;2020-02-25 13:14:46;;L;
218;270;1;7;<p><b>Identify the common noun in this sentence. </b></p><p> Some disasters can be prevented  <br></p>;"<p>Some&nbsp;&nbsp;<br></p>";"is a determiner used before the noun disaster.&nbsp;";"<p>Disaster&nbsp;&nbsp;<br></p>";"is the common noun to refer to a general thing.&nbsp;";"<p>Can&nbsp;&nbsp;<br></p>";is an auxiliary verb to show ability.;"<p> Prevented&nbsp;<br></p>";is the past tense verb of prevent. ;2;"Common nouns are names that refer to things in general, they start in small letter unless it's at the beginning of a sentence. Other examples include: table, book and teacher.  ";2020-02-25 13:28:12;2020-02-25 13:28:12;;L;
219;270;1;7;<p><b>Identify the proper noun in the following sentence. </b></p><p> She sent Wafula to fetch a sweater.  <br></p>;"<p>She&nbsp;&nbsp;<br></p>";"is a pronoun referring to a lady.&nbsp;";<p>Sent<br></p>;" is the past tense of send.&nbsp;";"<p>Wafula&nbsp;&nbsp;<br></p>";"is the proper noun referring to a name of a person.&nbsp;";"<p>Sweater&nbsp;<br></p>";is a common noun to refer to a general thing.;3;"Proper nouns are specific names of people, places or things. Alex, MT. Kenya and River Tana are proper nouns.&nbsp;";2020-02-25 13:32:15;2020-02-25 13:32:15;;L;
220;270;1;7;<p><b>Identify the proper noun in the following sentence. </b></p><p> She sent Wafula to fetch a sweater.  <br></p>;"<p>She&nbsp;&nbsp;<br></p>";"is a pronoun referring to a lady.&nbsp;";<p>Sent<br></p>;" is the past tense of send.&nbsp;";"<p>Wafula&nbsp;&nbsp;<br></p>";"is the proper noun referring to a name of a person.&nbsp;";"<p>Sweater&nbsp;<br></p>";is a common noun to refer to a general thing.;3;"Proper nouns are specific names of people, places or things. Alex, MT. Kenya and River Tana are proper nouns.&nbsp;";2020-02-25 13:32:31;2020-02-25 13:32:31;;L;
221;270;1;7;"<p><b>Identify the proper nouns in the following sentence. </b></p><p> My sister, Chepkirui, was rescued by the lifesavers.  <br></p>";"<p>My&nbsp;<br></p>";" is used to show ownership.&nbsp;";"<p>Sister&nbsp;<br></p>";"is a common noun.&nbsp;";"<p>Chepkirui&nbsp;&nbsp;<br></p>";is a proper noun referring to the name of a person.;<p> Lifesavers<br></p>; is a common noun;3;"A proper noun is a name of a person, thing or place. Nairobi, Uganda and Indian Ocean are proper noun";2020-02-25 13:39:46;2020-02-25 13:39:46;;L;
222;270;1;7;<p><b>Identify the proper noun in the following sentence. </b></p><p> Has the inspector talked to Njeru?  <br></p>;"<p>Has&nbsp;&nbsp;<br></p>";is an auxiliary verb used with singular nouns.;"<p> Inspector&nbsp;<br></p>";" is a common noun.&nbsp;";"<p>Talked&nbsp;&nbsp;<br></p>";is a past tense verb of talk. ;<p>Njeru <br></p>;" is the proper noun, it is a name of a person. ";4;"Proper nouns are specific names of people, places or things. Dr. Mwangi, Nakuru and Toyota are proper nouns.&nbsp;&nbsp;";2020-02-25 13:45:43;2020-02-25 13:45:43;;L;
223;270;1;7;<p><b>Identify the proper noun in the following sentence. </b></p><p> Benta listened to her tutor's advice.  <br></p>;"<p>Benta&nbsp;&nbsp;<br></p>";"is a proper noun, it is a name of a person.";"<p> Her&nbsp;<br></p>";" is a pronoun referring to a girl.&nbsp;";"<p>Tutor's&nbsp;<br></p>";"is a common noun showing possession&nbsp;";"<p>Advice&nbsp;<br></p>"; is a common noun. ;1;"Proper nouns are the actual names of people, things and places. Examples include: Ghana, Lake Victoria and Mary.&nbsp;";2020-02-25 13:49:01;2020-02-25 13:49:01;;L;
253;740;4;8;<p>Andika sentensi ifuatayo kwa wingi. </p><p>Mbunge atamuona gavana wa kaunti. </p><p><br></p>;<p>Mbunge atamuona gavana wa kaunti.<br></p>;sentensi hii iko kwa hali ya umoja;<p>Mbunge atamuona magavana wa kaunti. <br></p>;"Mbunge - wabunge, atamuona - watawaona. ";<p>Wabunge watawaona magavana wa kaunti<br></p>;"Mbunge - wabunge, atamuona - watawaona, gavana - magavana.";<p>Wabunge atawaona magavana wa kaunti.<br></p>;Atawaona - watawaona;3;"Ngeli hii ya A <img src=""https://edu.angazaelimu.com/ac/assets/images/signs/en-dash.png"" alt=""."" /> WA huitwa hivi kwa sababu katika hali ya umoja vitenzi vyake huanza kwa kiambishi awali 'A' na katika hali wa wingi huanza kwa kiambishi 'WA'. kwa mfano. Mwanafunzi alianguka. - Wanafunzi walianguka. ";2020-03-02 12:18:36;2022-08-04 13:39:59;;remember;
254;740;4;8;<p>Andika sentensi ifuatayo kwa wingi<br></p><p>Dereva anaendesha gari kwa kasi. <br></p>;<p>Dereva wanaendesha gari kwa kasi. <br></p>;"Dereva - madereva, gari - magari.";<p>Madereva wanaendesha magari kwa kasi.<br></p>;"Dereva - madereva, anaendesha - wanaendesha, gari - magari";<p>Madereva anaendesha gari kwa kasi.<br></p>;"Anaendesha - wanaendesha, gari - magari";<p>Dereva anaendesha magari kwa kasi.<br></p>;"Dereva - madereva, anaendesha - wanaendesha.";2;"Ngeli hii ya A <img src=""https://edu.angazaelimu.com/ac/assets/images/signs/en-dash.png"" alt=""."" /> WA huitwa hivi kwa sababu katika hali ya umoja vitenzi vyake huanza kwa kiambishi awali 'A' na katika hali wa wingi huanza kwa kiambishi 'WA'. kwa mfano. Mwanafunzi alianguka. - Wanafunzi walianguka. ";2020-03-02 12:37:00;2022-08-04 13:40:00;;analyze;
257;740;4;8;"<p>Andika sentensi ifuatayo kwa wingi.<br>Mwalimu alifika shuleni asubuhi na mapema.  A.	Mwalimu alifika mashuleni asubuhi na mapema. - wingi wa mwalimu ni walimu. alifika ni walifika.Shuleni ni shuleni. B.	walimu walifika mashuleni asubuhi na mapema. wingi wa shuleni ni shuleni. C.	Walimu walifika shuleni asubuhi na mapema. Wingi wa mwalimu ni walimu. alifika ni walifika na shuleni ni shuleni. D.	Mwalimu walifika shuleni asubuhi na mapema. Wingi wa mwalimu ni walimu. <br></p>";<p>Mwalimu alifika mashuleni asubuhi na mapema.<br></p>;"Mwalimu - walimu, alifika - walifika, shuleni - shuleni.";<p>Walimu walifika mashuleni asubuhi na mapema.<br></p>;Shuleni - shuleni.;<p>Walimu walifika shuleni asubuhi na mapema. <br></p>;"Mwalimu - walimu, alifika - walifika, shuleni - shuleni";<p>Mwalimu walifika shuleni asubuhi na mapema.<br></p>;Mwalimu - walimu.;3;"Ngeli hii ya A <img src=""https://edu.angazaelimu.com/ac/assets/images/signs/en-dash.png"" alt=""."" /> WA huitwa hivi kwa sababu katika hali ya umoja vitenzi vyake huanza kwa kiambishi awali 'A' na katika hali wa wingi huanza kwa kiambishi 'WA'. Kwa mfano; mwanafunzi alianguka - wanafunzi walianguka. ";2020-03-02 12:47:08;2022-08-03 17:41:29;;analyze;
259;740;4;8;"<p>Andika sentensi ifuatayo kwa wingi<br></p><p>Nguva alimfukuza mvuvi. </p><p> A.	Nguva aliwafukuza wavuvi.- Wingi wa alimfukuza ni waliwafukuza. mvuvi ni wavuvi. B.	Nguva waliwafukuza wavuvi. - Wingi wa nguva ni nguva. Alimfukuza ni waliwafukuza. C.	Nguva alimfukuza wavuvi. - wingi wa alimfukuza ni waliwafukuza. D.	Nguva  aliwafukuza mvuvi. - wingi wa alimfukuza ni waliwafukuza. mvuvi ni wavuvi. Ngeli hii ya A <img src=""https://edu.angazaelimu.com/ac/assets/images/signs/en-dash.png"" alt=""."" /> WA huitwa hivi kwa sababu katika hali ya umoja vitenzi vyake huanza kwa kiambishi awali 'A' na katika hali wa wingi huanza kwa kiambishi 'WA'. kwa mfano. mwanafunzi alianguka. - Wanafunzi walianguka. <br></p>";"<p>	Nguva aliwafukuza wavuvi.<br></p>";Aliwafukuza - waliwafukuza.;<p>Nguva waliwafukuza wavuvi. <br></p>;"Nguva - nguva, alimfukuza - waliwafukuza, mvuvi - wavuvi.";<p>Nguva alimfukuza wavuvi.<br></p>;Alimfukuza - waliwafukuza.;<p>Nguva aliwafukuza mvuvi.<br></p>;Mvuvi - wavuvi;2;"Ngeli hii ya A <img src=""https://edu.angazaelimu.com/ac/assets/images/signs/en-dash.png"" alt=""."" /> WA huitwa hivi kwa sababu katika hali ya umoja vitenzi vyake huanza kwa kiambishi awali 'A' na katika hali wa wingi huanza kwa kiambishi 'WA'. Kwa mfano; mwanafunzi alianguka - wanafunzi walianguka. ";2020-03-02 12:51:10;2022-08-03 17:41:29;;analyze;
273;740;4;8;<p>Andika sentensi ifuatayo kwa wingi.<br></p><p>Tausi ana maringo mengi.  <br></p>;<p>Tausi lina maringo mengi. <br></p>;Ana - wana.;<p>Matausi yana maringo mengi. <br></p>;"Tausi - tausi, ana - wana.";<p>Tausi wana maringo mengi. <br></p>;"Tausi - tausi, ana - wana.";<p>Matausi wana maringo mengi.<br></p>;Tausi - tausi.;3;"Ngeli hii ya A <img src=""https://edu.angazaelimu.com/ac/assets/images/signs/en-dash.png"" alt=""."" /> WA huitwa hivi kwa sababu katika hali ya umoja vitenzi vyake huanza kwa kiambishi awali 'A' na katika hali wa wingi huanza kwa kiambishi 'WA'. Kwa mfano; mwanafunzi alianguka - wanafunzi walianguka. ";2020-03-02 13:30:41;2022-08-03 17:41:29;;analyze;
277;740;4;8;"<p>Andika sentensi ifuatayo kwa wingi.<br></p><p>Ndovu aliyemshambulia askari pori amenaswa.  </p><p>A.	Ndovu waliowashambulia maaskari pori wamenaswa. - wingi wa, aliyemshambulia ni waliowashambulia. askari ni maaskari. amenaswa ni wamenaswa. B.	Ndovu waliowashambulia askari pori wamenaswa.- Wingi wa askari ni maaskari C.	Ndovu waliyemshambulia maaskari pori wamenaswa. - wingi wa aliyemshambulia ni waliowashambulia. D.	Mandovu waliowashambulia maaskari pori wamenaswa. wingi wa ndovu ni ndovu. <br></p>";<p>Ndovu waliowashambulia maaskari pori wamenaswa. <br></p>;Askari - askari.;<p>Ndovu waliowashambulia askari pori wamenaswa.<br></p>;"Ndovu - ndovu, aliyemshambulia - waliowashambulia, askari - askari, pori - pori, amenaswa - wamenaswa.";<p>Ndovu waliyemshambulia maaskari pori wamenaswa.<br></p>;"Aliyemshambulia - waliowashambulia, askari - askari.";<p>Mandovu waliowashambulia maaskari pori wamenaswa. <br></p>;"Ndovu - ndovu, askari - askari";2;"Ngeli hii ya A <img src=""https://edu.angazaelimu.com/ac/assets/images/signs/en-dash.png"" alt=""."" /> WA huitwa hivi kwa sababu katika hali ya umoja vitenzi vyake huanza kwa kiambishi awali 'A' na katika hali wa wingi huanza kwa kiambishi 'WA'. Kwa mfano; mwanafunzi alianguka - wanafunzi walianguka. ";2020-03-02 13:36:27;2022-08-03 17:41:29;;analyze;
414;307;1;8;<p> Which one of the following is a proper noun?  <br></p>;<p>River<br></p>;"this is a common noun&nbsp;&nbsp;";"<p>Clouds&nbsp;<br></p>";"this is a common noun&nbsp;";"<p>John&nbsp;&nbsp;<br></p>";"this is a proper noun&nbsp;";<p>House<br></p>; this is a common noun;3;"<b>Proper nouns</b> are names of specific people or places. They are always written beginning with a capital letter in a sentence.  They name the following: rivers, mountains, magazines etc. Examples include; River Tana, Mt. Kenya, Vogue magazine among others.      ";2020-03-04 14:51:25;2022-08-04 17:58:28;;evaluate;
415;307;1;8;<p> Which one of the following is an abstract noun?  <br></p>;<p>Cup<br></p>;this is a common noun;"<p> Joy&nbsp;<br></p>";"this is an abstract noun&nbsp;";"<p>Peter&nbsp;<br></p>";"this is a proper noun&nbsp;";"<p>Shoe&nbsp;<br></p>"; this is a common noun ;2;"<b>Abstract </b>are nouns which name things which cannot be seen, felt, heard, smelt or tasted.  They simply express ideas or feelings. Examples of abstract nouns; love, kindness, beauty and advice.  ";2020-03-04 14:56:22;2022-08-04 17:58:28;;evaluate;
417;307;1;8;<p>Which one of the following is a collective noun?  <br></p>;<p>Chair<br></p>;"this is a common noun&nbsp;";"<p>Pen&nbsp;<br></p>";"this is a common noun&nbsp;";"<p>Herd&nbsp;<br></p>";"this is a collective noun&nbsp;";"<p>Sugar&nbsp;<br></p>";this is an uncountable noun ;3;"<b>Collective nouns</b> name a group of things collected together, for example; furniture (chairs, tables, and cupboards), a herd of cattle, flock of birds.";2020-03-04 15:00:39;2022-08-04 17:58:28;;evaluate;
424;307;1;8;"<p><b>Identify the abstract noun in the&nbsp;&nbsp;given sentence</b></p><p>Honesty is the best policy.<br></p>";"<p>The&nbsp;<br></p>";"this is a determiner&nbsp;";<p>Policy<br></p>;this is a common noun;"<p> Honesty&nbsp;<br></p>";"this is an abstract noun&nbsp;";<p>Best<br></p>;this is an adjective ;3;"Abstract nouns name things which cannot be seen, felt, heard, smelt or tasted.  They simply express ideas or feelings. Examples of abstract nouns; love, kindness, beauty and advice.  ";2020-03-04 15:31:41;2022-08-04 17:58:28;;evaluate;
425;307;1;8;<p><b>Identify the collective noun in the  given sentence</b></p><p> A bevy of girls welcomed the guest.  <br></p>;"<p>Girls&nbsp;<br></p>";"this is a common noun&nbsp;";<p>Bevy<br></p>;"this is a collective noun&nbsp;";"<p>Guest&nbsp;<br></p>";"this is a common noun&nbsp;";"<p>Welcomed&nbsp;<br></p>";this is a verb ;2;"<b>Collective nouns </b>name a group of things collected together, for example; furniture (chairs, tables, and cupboards), a herd of cattle, flock of birds.  ";2020-03-04 16:17:53;2022-08-04 17:58:28;;evaluate;
426;307;1;8;<p><b>Identify the proper noun in the given sentence    </b></p><p>She visited Kamau at school.<br></p>;"<p>Kamau&nbsp;<br></p>";"this is a proper noun&nbsp;&nbsp;";"<p>School&nbsp;<br></p>";"this is a common noun&nbsp;";"<p>Visited&nbsp;<br></p>";"this is a verb&nbsp;";<p>She<br></p>;this is a personal pronoun;1;"<b>Proper nouns </b>are names of specific people or places. They are always written beginning with a capital letter in a sentence.  They name the following: rivers, mountains, magazines etc. Examples include; River Tana, Mt. Kenya, Vogue magazine among others.  ";2020-03-04 16:30:16;2022-08-04 17:58:28;;evaluate;
427;333;1;8;<p>identify the compound noun in the given sentence</p><p>The headteacher arrived earlier today<br></p>;"<p>Today&nbsp;<br></p>";this is an adverb of time.;"<p> Headteacher&nbsp;<br></p>";this is a compound noun.;<p> Earlier<br></p>;"this is an adjective.&nbsp;";"<p>Arrived&nbsp;<br></p>";this is a verb.;2;"Compound nouns are formed by joining two common nouns; for example, head+teacher = head teacher, class+room= classroom. Some compound nouns may exist as two words hence we use a hyphen to separate them; for example, mother-in-law, sergeant-at-arms.  ";2020-03-04 16:44:23;2022-08-04 16:37:33;;evaluate;
441;225;4;6;<p>Jaza pengo kwa kivumishi kilichowekwa kwenye mabano. </p><p>Mwambie mama anipe pesa ___________ninunue kitabu cha hadithi. (-ote)  <br></p>;<p>Zote<br></p>;Zote- hutumika katika ngeli ya I-ZI;<p>Wote<br></p>;"Wote- hutumika katika ngeli ya A-WA(wingi), U-I(umoja), U-ZI(umoja),U-YA(umoja) na U-U.";<p>Yote<br></p>;"Yote- hutumika katika ngeli ya U-I(wingi), LI-YA(wingi), I-ZI(umoja), U-YA(wingi), YA-YA na I-I";<p>Lote<br></p>;Lote- hutumika katika ngeli ya LI-YA;1;"Vivumishi vya pekee/halisi vinaonyesha msisitizo unaowekwa katika nomino inayovumishwa. <img src=""https://edu.angazaelimu.com/ac/assets/images/signs/en-dash.png"" alt=""."" />ote hutumika kuonyesha ujumla. Huchukua viambishi kulingana na upatanisho wa kisarufi wa ngeli husika, kwa mfano; pesa hupatikana katika ngeli ya I-ZI.";2020-03-05 17:01:58;2020-03-05 17:01:58;;L;
